thread_id,message_count,unique_senders,first_message_time,last_message_time,thread_duration_minutes,avg_response_time,virality_direct,normalized_message_count,normalized_response_time,normalized_participants,virality_normalized,virality_direct_normalized,virality_combined,topic,category,subcategory,category_full,resolution_status
141,3,2,2024-09-15 10:31:23,2024-09-15 10:32:20,0.95,0.475,6.32,0.0857142857142857,0.984006734006734,0.1176470588235294,39.58,26.31578947368421,32.95,"""Gummy vitamins for children""",Uncategorized,Other Topics,Uncategorized - Other Topics,Likely Unresolved
1022,2,1,2025-02-10 14:34:47,2025-02-10 14:35:06,0.3166666666666666,0.3166666666666666,6.32,0.0571428571428571,0.989337822671156,0.0588235294117647,36.84,26.31578947368421,31.58,"""Neighborhood Valentine's Day Event""",Local Community,Neighborhood Information,Local Community - Neighborhood Information,Likely Unresolved
323,3,2,2024-10-15 15:20:30,2024-10-15 15:21:27,0.95,0.475,6.32,0.0857142857142857,0.984006734006734,0.1176470588235294,39.58,26.31578947368421,32.95,"""Transferring Reserved Pumpkins""",Nutrition & Feeding,Breastfeeding & Formula,Nutrition & Feeding - Breastfeeding & Formula,Not a Question
391,2,1,2024-10-25 04:59:23,2024-10-25 04:59:42,0.3166666666666666,0.3166666666666666,6.32,0.0571428571428571,0.989337822671156,0.0588235294117647,36.84,26.31578947368421,31.58,"""Family Halloween Party Information""",Activities & Recreation,Arts & Music,Activities & Recreation - Arts & Music,Likely Unresolved
162,2,1,2024-09-18 13:40:18,2024-09-18 13:40:37,0.3166666666666666,0.3166666666666666,6.32,0.0571428571428571,0.989337822671156,0.0588235294117647,36.84,26.31578947368421,31.58,"""Nanny Recommendations in Lexington/Concord""",Child Care & Education,Babysitters & Nannies,Child Care & Education - Babysitters & Nannies,Likely Unresolved
1000,12,5,2025-02-04 21:42:00,2025-02-04 22:03:56,21.933333333333337,1.993939393939394,6.02,0.3428571428571428,0.932863993470054,0.2941176470588235,52.33,25.07598784194529,38.7,"""Planning a Child's Birthday Party""",Activities & Recreation,Arts & Music,Activities & Recreation - Arts & Music,Resolved
771,3,2,2024-12-24 10:10:02,2024-12-24 10:11:02,1.0,0.5,6.0,0.0857142857142857,0.9831649831649832,0.1176470588235294,39.55,25.0,32.28,"""BPS K0-K2 Registration Information""",Group Communication,Announcements & Updates,Group Communication - Announcements & Updates,Likely Unresolved
1061,2,1,2025-02-18 10:25:29,2025-02-18 10:25:49,0.3333333333333333,0.3333333333333333,6.0,0.0571428571428571,0.9887766554433222,0.0588235294117647,36.82,25.0,30.91,Appreciation for Suggestions,Parenting Challenges & Support,Parenting Support & Advice,Parenting Challenges & Support - Parenting Support & Advice,Not a Question
422,2,1,2024-10-28 14:55:38,2024-10-28 14:55:59,0.35,0.35,5.71,0.0571428571428571,0.9882154882154882,0.0588235294117647,36.81,23.80952380952381,30.31,"""Handyman for furniture repair""",Products & Shopping,Home & Furniture,Products & Shopping - Home & Furniture,Not a Question
189,5,3,2024-09-22 17:10:02,2024-09-22 17:13:34,3.533333333333333,0.8833333333333333,5.66,0.1428571428571428,0.9702581369248036,0.1764705882352941,42.99,23.584905660377355,33.29,"""Poop in the playground area""",Activities & Recreation,Parks & Playgrounds,Activities & Recreation - Parks & Playgrounds,Not a Question
152,7,5,2024-09-16 20:01:43,2024-09-16 20:09:24,7.683333333333334,1.2805555555555557,5.47,0.2,0.9568836513280956,0.2941176470588235,48.37,22.77657266811279,35.57,"""Dermatologist Recommendations""",Parenting Challenges & Support,Parenting Support & Advice,Parenting Challenges & Support - Parenting Support & Advice,Resolved
682,2,1,2024-12-10 06:53:04,2024-12-10 06:53:26,0.3666666666666666,0.3666666666666666,5.45,0.0571428571428571,0.9876543209876544,0.0588235294117647,36.79,22.72727272727273,29.76,"""Eczema management and treatment advice""",Nutrition & Feeding,Baby & Toddler Food,Nutrition & Feeding - Baby & Toddler Food,Likely Unresolved
535,15,8,2024-11-15 13:26:19,2024-11-15 14:05:19,39.0,2.7857142857142856,5.38,0.4285714285714285,0.9062049062049062,0.4705882352941176,60.18,22.43589743589744,41.31,"""Dealing with Noise Complaints for Crying Child""",Uncategorized,Other Topics,Uncategorized - Other Topics,Resolved
1129,5,2,2025-03-06 17:02:43,2025-03-06 17:06:33,3.8333333333333335,0.9583333333333334,5.22,0.1428571428571428,0.9677328843995512,0.1176470588235294,40.94,21.73913043478261,31.34,"""Finding Daughter's Lost Jacket""",Products & Shopping,Clothing & Accessories,Products & Shopping - Clothing & Accessories,Resolved
368,2,2,2024-10-22 15:44:37,2024-10-22 15:45:00,0.3833333333333333,0.3833333333333333,5.22,0.0571428571428571,0.9870931537598204,0.1176470588235294,38.73,21.73913043478261,30.23,Location/Travel Plans,Travel & Transportation,Travel Planning & Tips,Travel & Transportation - Travel Planning & Tips,Not a Question
1004,4,2,2025-02-05 14:44:20,2025-02-05 14:46:38,2.3,0.7666666666666666,5.22,0.1142857142857142,0.9741863075196407,0.1176470588235294,40.2,21.73913043478261,30.97,"""Support for a family illness""",Health & Wellness,Illness & Symptoms,Health & Wellness - Illness & Symptoms,Not a Question
222,2,1,2024-09-28 21:56:22,2024-09-28 21:56:45,0.3833333333333333,0.3833333333333333,5.22,0.0571428571428571,0.9870931537598204,0.0588235294117647,36.77,21.73913043478261,29.25,Insufficient information provided,Uncategorized,Unclear or Insufficient,Uncategorized - Unclear or Insufficient,Not a Question
560,9,2,2024-11-19 03:58:16,2024-11-19 04:12:08,13.866666666666667,1.7333333333333334,5.19,0.2571428571428571,0.941638608305275,0.1176470588235294,43.88,21.634615384615383,32.76,"""Sleep Training Advice for Babies""",Parenting Challenges & Support,Sleep & Bedtime,Parenting Challenges & Support - Sleep & Bedtime,Resolved
849,9,4,2025-01-07 20:37:27,2025-01-07 20:51:59,14.533333333333331,1.8166666666666669,4.95,0.2571428571428571,0.9388327721661056,0.2352941176470588,47.71,20.642201834862387,34.18,"""Gluten Free Cupcake Recommendations""",Nutrition & Feeding,Food Allergies & Dietary Needs,Nutrition & Feeding - Food Allergies & Dietary Needs,Not a Question
775,2,1,2024-12-25 09:54:29,2024-12-25 09:54:54,0.4166666666666667,0.4166666666666667,4.8,0.0571428571428571,0.9859708193041526,0.0588235294117647,36.73,20.0,28.37,"""Goose"" store's operating hours",Marketplace & Exchange,Buying & Selling,Marketplace & Exchange - Buying & Selling,Not a Question
241,3,2,2024-10-01 18:31:20,2024-10-01 18:32:35,1.25,0.625,4.8,0.0857142857142857,0.9789562289562288,0.1176470588235294,39.41,20.000000000000004,29.71,"""Halloween Event Dates""",Activities & Recreation,Seasonal & Holiday Activities,Activities & Recreation - Seasonal & Holiday Activities,Ambiguous
857,2,1,2025-01-09 21:33:44,2025-01-09 21:34:10,0.4333333333333333,0.4333333333333333,4.62,0.0571428571428571,0.9854096520763188,0.0588235294117647,36.71,19.23076923076923,27.97,"""Siblings Sharing Room Bedtime Issues""",Products & Shopping,Home & Furniture,Products & Shopping - Home & Furniture,Likely Unresolved
447,6,5,2024-11-01 13:23:54,2024-11-01 13:30:28,6.566666666666666,1.3133333333333332,4.57,0.1714285714285714,0.9557800224466892,0.2941176470588235,47.38,19.035532994923855,33.21,"""Restaurant Valet Parking Issues""",Nutrition & Feeding,Restaurants & Dining Out,Nutrition & Feeding - Restaurants & Dining Out,Not a Question
395,10,6,2024-10-25 08:48:40,2024-10-25 09:08:21,19.683333333333337,2.187037037037037,4.57,0.2857142857142857,0.9263623893253524,0.3529411764705882,52.17,19.05165114309907,35.61,"""Soccer Team Photo Orders""",Activities & Recreation,Sports & Physical Activities,Activities & Recreation - Sports & Physical Activities,Resolved
146,9,5,2024-09-16 09:19:24,2024-09-16 09:35:12,15.8,1.975,4.56,0.2571428571428571,0.9335016835016836,0.2941176470588235,49.49,18.987341772151897,34.24,"""Removing Sharpie from Walls""",Uncategorized,Other Topics,Uncategorized - Other Topics,Unresolved
1043,6,4,2025-02-14 15:12:33,2025-02-14 15:19:09,6.6,1.3199999999999998,4.55,0.1714285714285714,0.9555555555555556,0.2352941176470588,45.41,18.93939393939394,32.17,"""All-inclusive resort recommendations""",Travel & Transportation,Family Vacations,Travel & Transportation - Family Vacations,Likely Resolved
77,11,5,2024-09-04 09:33:00,2024-09-04 09:57:14,24.233333333333334,2.4233333333333333,4.54,0.3142857142857143,0.9184062850729516,0.2941176470588235,50.89,18.91334250343879,34.9,"""Shopping for Black Tie Dresses""",Products & Shopping,Clothing & Accessories,Products & Shopping - Clothing & Accessories,Resolved
293,5,3,2024-10-09 20:02:34,2024-10-09 20:07:00,4.433333333333334,1.1083333333333334,4.51,0.1428571428571428,0.962682379349046,0.1764705882352941,42.73,18.796992481203,30.77,"""Eliot's Open House Information""",Group Communication,Announcements & Updates,Group Communication - Announcements & Updates,Resolved
84,13,5,2024-09-05 16:00:30,2024-09-05 16:36:35,36.083333333333336,3.0069444444444446,4.32,0.3714285714285714,0.8987560793116348,0.2941176470588235,52.14,18.013856812933025,35.08,"""Polyurethane floor safety and pre-K party favors""",Health & Wellness,Preventive Care & Safety,Health & Wellness - Preventive Care & Safety,Resolved
477,15,10,2024-11-07 10:12:51,2024-11-07 11:01:32,48.68333333333333,3.477380952380952,4.31,0.4285714285714285,0.8829164662497996,0.5882352941176471,63.32,17.973296816158854,40.65,"""Thanksgiving plans and recommendations""",Activities & Recreation,Seasonal & Holiday Activities,Activities & Recreation - Seasonal & Holiday Activities,Resolved
1074,2,1,2025-02-21 22:47:03,2025-02-21 22:47:31,0.4666666666666667,0.4666666666666667,4.29,0.0571428571428571,0.9842873176206508,0.0588235294117647,36.68,17.857142857142858,27.27,"""DGCAutobody Repair Recommendations""",Parenting Challenges & Support,Parenting Support & Advice,Parenting Challenges & Support - Parenting Support & Advice,Not a Question
1124,2,1,2025-03-05 22:06:17,2025-03-05 22:06:45,0.4666666666666667,0.4666666666666667,4.29,0.0571428571428571,0.9842873176206508,0.0588235294117647,36.68,17.857142857142858,27.27,"""Recommendations for Hair Brushes""",Parenting Challenges & Support,Parenting Support & Advice,Parenting Challenges & Support - Parenting Support & Advice,Not a Question
367,7,2,2024-10-22 14:08:39,2024-10-22 14:18:30,9.85,1.6416666666666666,4.26,0.2,0.9447250280583614,0.1176470588235294,42.08,17.766497461928935,29.92,"""Discussing Bubs Essentials Formula Availability""",Nutrition & Feeding,Breastfeeding & Formula,Nutrition & Feeding - Breastfeeding & Formula,Likely Resolved
506,2,1,2024-11-11 20:38:07,2024-11-11 20:38:36,0.4833333333333333,0.4833333333333333,4.14,0.0571428571428571,0.9837261503928172,0.0588235294117647,36.66,17.24137931034483,26.95,"""Children's Birthday Party Gifts""",Activities & Recreation,Arts & Music,Activities & Recreation - Arts & Music,Not a Question
38,6,2,2024-08-27 17:34:57,2024-08-27 17:42:17,7.333333333333333,1.4666666666666666,4.09,0.1714285714285714,0.9506172839506172,0.1176470588235294,41.32,17.04545454545455,29.18,"""Finding a Local Locksmith""",Local Community,Neighborhood Information,Local Community - Neighborhood Information,Resolved
418,15,13,2024-10-28 08:03:06,2024-10-28 08:54:34,51.46666666666667,3.676190476190477,4.08,0.4285714285714285,0.8762225428892095,0.7647058823529411,68.98,17.00129533678756,42.99,"""Shopping for Jellycats, Pelvic Floor Therapy""",Health & Wellness,Mental & Behavioral Health,Health & Wellness - Mental & Behavioral Health,Resolved
571,2,1,2024-11-20 14:33:26,2024-11-20 14:33:56,0.5,0.5,4.0,0.0571428571428571,0.9831649831649832,0.0588235294117647,36.64,16.666666666666664,26.65,Finding a Part-Time Nanny,Child Care & Education,Babysitters & Nannies,Child Care & Education - Babysitters & Nannies,Likely Unresolved
848,3,2,2025-01-07 20:01:45,2025-01-07 20:03:17,1.5333333333333334,0.7666666666666667,3.91,0.0857142857142857,0.9741863075196407,0.1176470588235294,39.25,16.304347826086957,27.78,"""Gluten Free Cupcake Recommendations""",Nutrition & Feeding,Food Allergies & Dietary Needs,Nutrition & Feeding - Food Allergies & Dietary Needs,Ambiguous
36,3,2,2024-08-27 11:23:25,2024-08-27 11:24:58,1.55,0.775,3.87,0.0857142857142857,0.973905723905724,0.1176470588235294,39.24,16.129032258064516,27.69,"""Mirabella Pool Closure Information""",Local Community,Local Facilities & Resources,Local Community - Local Facilities & Resources,Likely Unresolved
756,2,1,2024-12-21 13:12:11,2024-12-21 13:12:42,0.5166666666666667,0.5166666666666667,3.87,0.0571428571428571,0.9826038159371492,0.0588235294117647,36.62,16.129032258064516,26.37,"""Kwong Kow Chinese School Toy Donations""",Child Care & Education,Schools & Education,Child Care & Education - Schools & Education,Not a Question
262,2,2,2024-10-05 07:00:52,2024-10-05 07:01:23,0.5166666666666667,0.5166666666666667,3.87,0.0571428571428571,0.9826038159371492,0.1176470588235294,38.58,16.129032258064516,27.35,"""Billings Farm and Museum Visit""",Travel & Transportation,Day Trips & Outings,Travel & Transportation - Day Trips & Outings,Not a Question
461,4,4,2024-11-04 11:59:21,2024-11-04 12:02:31,3.1666666666666665,1.0555555555555556,3.79,0.1142857142857142,0.9644594089038534,0.2352941176470588,43.8,15.789473684210526,29.8,"""Daycare Recommendations""",Child Care & Education,Daycare & Preschools,Child Care & Education - Daycare & Preschools,Resolved
965,25,17,2025-01-27 08:31:24,2025-01-27 11:09:54,158.5,6.604166666666667,3.79,0.7142857142857143,0.7776374859708193,1.0,83.06,15.772870662460567,49.42,"""Earthquake Experience and Reactions""",Activities & Recreation,Arts & Music,Activities & Recreation - Arts & Music,Resolved
383,2,2,2024-10-24 10:13:30,2024-10-24 10:14:02,0.5333333333333333,0.5333333333333333,3.75,0.0571428571428571,0.9820426487093152,0.1176470588235294,38.56,15.625,27.09,"""Recommendations for Cleaning Services""",Marketplace & Exchange,Services & Providers,Marketplace & Exchange - Services & Providers,Not a Question
616,2,2,2024-11-26 22:52:24,2024-11-26 22:52:56,0.5333333333333333,0.5333333333333333,3.75,0.0571428571428571,0.9820426487093152,0.1176470588235294,38.56,15.625,27.09,"Unclear, insufficient information",Uncategorized,Unclear or Insufficient,Uncategorized - Unclear or Insufficient,Not a Question
1107,8,3,2025-03-01 10:37:39,2025-03-01 10:52:54,15.25,2.1785714285714284,3.67,0.2285714285714285,0.9266474266474266,0.1764705882352941,44.39,15.300546448087434,29.85,"""Indoor Playground Recommendations""",Activities & Recreation,Parks & Playgrounds,Activities & Recreation - Parks & Playgrounds,Likely Resolved
49,3,2,2024-08-29 13:16:32,2024-08-29 13:18:10,1.6333333333333333,0.8166666666666667,3.67,0.0857142857142857,0.9725028058361392,0.1176470588235294,39.2,15.306122448979592,27.25,"""Kids' Hairdresser Recommendations Downtown""",Products & Shopping,Clothing & Accessories,Products & Shopping - Clothing & Accessories,Resolved
648,11,7,2024-12-03 20:23:39,2024-12-03 20:53:58,30.316666666666663,3.0316666666666667,3.63,0.3142857142857143,0.8979236812570146,0.4117647058823529,54.13,15.118196811434853,34.63,"""Airline Policies on Breast Pumps""",Nutrition & Feeding,Breastfeeding & Formula,Nutrition & Feeding - Breastfeeding & Formula,Resolved
730,15,9,2024-12-17 09:13:03,2024-12-17 10:12:06,59.05,4.2178571428571425,3.56,0.4285714285714285,0.857984607984608,0.5294117647058824,60.53,14.817950889077055,37.68,"""Hospital Recommendations for Twin Delivery""",Health & Wellness,Medical Care & Providers,Health & Wellness - Medical Care & Providers,Resolved
741,21,15,2024-12-19 12:14:54,2024-12-19 14:16:10,121.26666666666668,6.0633333333333335,3.46,0.6,0.7958473625140292,0.8823529411764706,75.94,14.431006047278723,45.19,"""Parenting Challenges and Advice""",Parenting Challenges & Support,Parenting Support & Advice,Parenting Challenges & Support - Parenting Support & Advice,Resolved
458,13,8,2024-11-03 18:23:15,2024-11-03 19:09:13,45.96666666666667,3.830555555555556,3.39,0.3714285714285714,0.87102506546951,0.4705882352941176,57.1,14.140681653372008,35.62,"""Child Behavior and Psychological Support""",Health & Wellness,Mental & Behavioral Health,Health & Wellness - Mental & Behavioral Health,Likely Resolved
534,15,12,2024-11-15 10:51:00,2024-11-15 11:53:07,62.11666666666667,4.436904761904762,3.38,0.4285714285714285,0.850609267275934,0.7058823529411765,66.17,14.08639656560236,40.13,"""Dealing with noisy children complaints""",Uncategorized,Other Topics,Uncategorized - Other Topics,Resolved
625,12,8,2024-12-01 08:47:50,2024-12-01 09:27:12,39.36666666666667,3.578787878787878,3.35,0.3428571428571428,0.8795020916233037,0.4705882352941176,56.43,13.971210838272652,35.2,"""Boston-themed hostess and kids gifts""",Local Community,Neighborhood Information,Local Community - Neighborhood Information,Resolved
582,2,2,2024-11-22 05:23:51,2024-11-22 05:24:27,0.6,0.6,3.33,0.0571428571428571,0.9797979797979798,0.1176470588235294,38.49,13.88888888888889,26.19,"""Discussing Places of Upbringing""",Uncategorized,Other Topics,Uncategorized - Other Topics,Likely Unresolved
470,2,2,2024-11-05 16:47:37,2024-11-05 16:48:13,0.6,0.6,3.33,0.0571428571428571,0.9797979797979798,0.1176470588235294,38.49,13.88888888888889,26.19,"""Essem Art Studio Party Recommendations""",Activities & Recreation,Arts & Music,Activities & Recreation - Arts & Music,Unresolved
645,4,4,2024-12-03 14:52:43,2024-12-03 14:56:24,3.683333333333333,1.2277777777777776,3.26,0.1142857142857142,0.9586606808829032,0.2352941176470588,43.61,13.574660633484164,28.59,"""Nail injury care advice""",Parenting Challenges & Support,Parenting Support & Advice,Parenting Challenges & Support - Parenting Support & Advice,Likely Unresolved
822,15,12,2025-01-04 18:09:05,2025-01-04 19:14:27,65.36666666666666,4.6690476190476184,3.21,0.4285714285714285,0.8427930094596762,0.7058823529411765,65.91,13.386027536970936,39.65,"""Baby Activity Center Recommendations""",Local Community,Local Facilities & Resources,Local Community - Local Facilities & Resources,Resolved
991,3,3,2025-02-03 09:27:49,2025-02-03 09:29:42,1.8833333333333333,0.9416666666666668,3.19,0.0857142857142857,0.9682940516273848,0.1764705882352941,41.02,13.274336283185844,27.15,"""Dealing with Baby Spit Up""",Uncategorized,Other Topics,Uncategorized - Other Topics,Not a Question
718,5,3,2024-12-14 13:06:56,2024-12-14 13:13:15,6.316666666666666,1.5791666666666666,3.17,0.1428571428571428,0.9468294051627384,0.1764705882352941,42.21,13.192612137203168,27.7,"""Recommendations for Kids' Educational Toys""",Child Care & Education,Schools & Education,Child Care & Education - Schools & Education,Not a Question
1097,2,1,2025-02-27 10:28:13,2025-02-27 10:28:51,0.6333333333333333,0.6333333333333333,3.16,0.0571428571428571,0.978675645342312,0.0588235294117647,36.49,13.157894736842104,24.82,"""Goldfish Birthday Packages Discussion""",Home & Family Management,Family Celebrations,Home & Family Management - Family Celebrations,Not a Question
1122,2,1,2025-03-05 17:40:45,2025-03-05 17:41:23,0.6333333333333333,0.6333333333333333,3.16,0.0571428571428571,0.978675645342312,0.0588235294117647,36.49,13.157894736842104,24.82,"""Getting Baby Items Replaced""",Uncategorized,Other Topics,Uncategorized - Other Topics,Not a Question
426,11,7,2024-10-29 11:19:27,2024-10-29 11:54:32,35.083333333333336,3.5083333333333337,3.14,0.3142857142857143,0.8818742985409652,0.4117647058823529,53.6,13.064133016627077,33.33,"""Recommendations for Family Photographers""",Marketplace & Exchange,Services & Providers,Marketplace & Exchange - Services & Providers,Resolved
